360,360,1400,1465,1905,2030,1475,2005,1335,1765,3180,2605,1480,1980,1820,1625,1550,2415,1615,3080,1455,1400,2270,2115,1560,2250,1865,2275,1695,1460,2695,1445,2095,1695,2150,1695,1535,1625,2060,1385,1745,1345,2390,1890,2370,2570,1455,1545,2335,1495,2010,2040,1550,2870,1685,1740,1740,1930,2035,1420,2040,2150
360,360,8625,1930,2185,2430,7010,2510,3545,2920,3470,4540,2005,1970,2820,3385,2150,5520,2240,1935,4700,2040,2065,2125,2555,2660,2060,5805,2910,2115,2875,2020,5025,3260,2600,4145,4055,3135,3810,2730,2520,2450,3755,6455,3570,2295,3140,3290,1960,2870,2590,2225,3285,5765,4650,2405,5430,2585,2625,2780,7365,2315
540,540,2395,2875,2730,2815,2710,2755,3980,1715,2665,3130,2290,2720,1945,2875,2015,3835,4315,3120,1775,2460,1795,1695,2565,2285,4315,3390,3540,3030,1670,2870,4315,2050,2260,1910,2425,1885,1735,3180,2055,2390,2360,2660,2300,2685,1830,2965,4255,2715,2870,1960,2565,2870,3030,1875,2450,1860,2050,3055,2615,3245
315,315,1530,1015,1020,1165,1135,1450,1525,1545,1285,1180,1055,985,940,1045,995,1050,1110,1000,3620,995,960,1045,1215,915,1145,1050,1230,1265,1865,915,1040,915,970,990,1425,1575,1225,1045,1560,965,2020,995,3455,1300,930,1190,1205,2365,1220,1055,1365,1035,1010,1290,915,940,1010,915,1005,2370
225,225,2460,3025,2025,3135,1940,1925,4180,1805,3785,1900,4595,3475,3295,3135,2140,4550,2455,2105,1850,3405,2795,3635,2415,2205,4070,2810,2995,2320,2830,2135,2335,3505,3015,2410,2375,2300,2655,1870,1875,2890,2040,3370,2090,2740,1905,2095,2150,1930,2645,2455,2500,3485,2625,1990,2250,3405,1860,2330,1850,4175
225,225,1160,1395,1990,900,1030,1960,1375,990,1095,930,1000,1620,1255,910,1175,1060,1025,900,1395,1175,2000,1935,1240,1370,1690,1030,1470,1385,1390,1580,1945,1605,1000,3305,3210,1090,1150,1800,1020,1385,1025,1860,1155,1325,1045,1795,1150,2600,1540,1620,2485,900,1785,975,1540,1095,1040,1575,1135,2225
180,180,3605,3625,3465,2155,3110,2640,3315,3395,4310,3310,4345,2345,3220,2365,2680,2665,2840,4755,3135,2485,3230,4595,3395,2350,3900,2140,2375,2625,3470,3605,2755,2510,2760,4085,2995,2300,3135,2720,4780,2355,3275,2380,4720,3340,2495,4390,4470,4410,3025,4150,2955,3585,3080,2360,2640,3780,2630,2675,2255,4780
540,540,2150,1805,1700,1655,1900,2250,3215,3040,3690,1720,2060,2975,3675,1670,3125,1860,1660,2625,2105,2015,1865,1845,2590,3130,2620,1655,4315,6080,3150,1685,2150,1900,2720,4255,1675,2255,2410,2745,1905,3890,2985,6135,2235,1695,2305,2385,1980,6930,2715,1975,2420,2185,1820,2400,3865,1700,1805,2330,2530,2170
450,450,935,2140,1490,1410,1345,1100,865,1275,1225,930,825,1155,860,1020,1260,1610,845,1115,1265,1020,1310,830,1070,835,1170,1220,1210,920,1060,820,940,1045,1365,975,1020,900,1355,2465,1245,1670,975,1060,1275,1360,1135,1060,1085,1155,2625,995,895,925,1205,1110,2275,1225,915,1580,2145,1025
675,675,2640,1660,1850,1810,3250,1685,1625,3700,2540,1650,1940,1745,2260,5470,4860,1910,2385,1705,1995,1735,1885,2295,1665,1635,1695,1955,2070,2340,3245,1600,3290,2070,1590,1675,2495,1750,1625,1920,1910,1890,1690,2400,1615,1680,3050,2690,1650,1585,1590,8730,1870,1695,2285,2210,2400,1645,1925,1675,2665,1585
360,360,1350,2645,2595,1770,2335,2740,1245,3735,1335,1330,1455,3455,1495,1870,1685,2045,1565,1305,2495,1380,1940,2620,1250,2490,1425,2075,1295,1245,1305,1885,1275,1450,1850,1285,1665,1340,1315,1650,1485,1500,1245,1415,1310,2230,2130,1245,1270,2060,1835,1285,1470,1415,1710,1545,2530,1240,1350,2865,1360,2870
405,405,3285,1040,1520,1190,1060,1275,1195,1935,1175,1060,1755,1160,1050,1690,1445,1720,1910,1055,1580,2260,1135,1330,2900,1400,1140,1380,1270,1445,1185,1120,1245,1095,1215,1195,2075,1990,1220,1955,1040,1260,1235,1240,1110,1575,1955,2055,1290,2150,2565,1150,2295,1040,1080,1340,1140,2515,1525,1035,1090,1220
180,180,1865,3225,3480,1885,1750,1855,2030,3095,1885,2090,1915,2035,3765,3920,4440,3205,3560,2040,3115,1840,4315,1980,3190,4825,2935,2180,1775,1795,2000,3410,2115,2830,3155,1815,2075,1975,4365,1905,1745,2080,2020,4615,2245,2105,2460,2150,3695,1970,2830,3605,2025,2600,2220,2335,2165,2220,2135,1995,2995,1795
765,765,2280,2730,3745,2225,2590,1915,3585,5160,2635,3825,2925,4270,2955,2370,3320,1980,2575,3315,2015,3280,2710,2780,3335,1900,2630,2000,2020,3740,3825,2045,2805,2625,3745,5880,4065,2275,1980,2230,2365,2465,2535,1955,2805,3195,2345,2590,1975,2255,2245,4570,3140,3970,1920,1875,3170,2190,2320,2455,2050,2560
675,675,2075,1560,1835,1565,3130,1810,1940,1570,2075,1655,1715,3125,1555,3210,1655,3895,1790,1585,2405,2320,3170,1885,1585,1965,3190,1620,3130,5360,1605,1995,2545,2030,2155,2480,4395,1730,2295,2165,2620,1500,2125,1975,1515,1655,3000,2150,3685,2430,1910,1510,2745,4560,1745,1795,4590,1965,2090,3575,1730,3630
1080,1080,1705,2360,3460,2115,2160,5390,1575,2035,1800,1440,2150,3845,2040,1815,6990,1485,4140,1935,3085,1875,1900,1765,2715,2285,1635,2015,4130,1460,1445,1635,1615,1485,1765,4015,1465,2395,3430,2490,1645,2765,2060,2000,1540,1745,1440,2280,1805,5565,1770,1960,1470,1505,1695,5630,1735,1655,1880,1795,1485,1870
225,225,1625,2515,1190,1180,1635,2510,1135,1200,1100,1485,1165,2930,3365,1230,2375,1185,1525,1145,1185,1225,2135,1140,1270,1500,1220,3355,1485,1980,1160,1310,1325,1195,1305,1660,1165,2955,1685,1550,2450,2360,1095,3455,4080,1715,1610,1530,1115,1115,1205,1755,1165,1420,2130,2425,1080,1240,2585,1875,3450,1245
225,225,1720,1705,2085,1725,3170,2045,3875,1905,2020,1960,1780,2810,4990,2300,1795,2035,2030,2365,4285,2865,1860,2790,1715,2110,2145,1945,3175,2990,1705,1985,2645,2170,1710,2100,1830,1920,2905,1860,2295,3635,2395,4095,2735,2255,4825,1875,2565,4450,3225,2830,1880,1805,1785,1865,1760,1905,3440,3735,3635,1730
495,495,3050,3625,2070,2130,2630,2695,4840,4420,2515,2260,2885,2635,3390,2415,4035,4555,2270,2195,3335,2360,3600,2340,2815,5500,2645,2915,2410,3830,2610,3790,4670,3340,3275,5150,6265,2295,4355,3390,4930,3395,2040,3955,2660,4100,3115,5350,2545,2565,3370,4080,3775,2605,2805,2125,4095,5585,2035,3695,2050,5275
270,270,5665,3335,3185,2335,2495,3205,2460,4640,2795,3085,2630,2525,2315,2535,2340,2345,3655,9325,9720,2610,2755,3665,2320,2960,5305,5160,4260,2435,2985,4305,2480,4400,3700,2425,3735,2855,3775,2455,2745,4700,3475,2920,3195,3030,2395,2605,3200,2995,3390,2635,2400,2760,2625,2885,2735,2730,3105,7275,2320,2770
405,405,2460,2095,1885,2195,2445,3975,3615,2120,3105,2685,2780,1855,2305,3635,2905,2485,2520,2210,2370,2100,2815,2460,1930,2520,4925,2305,4060,2235,3240,2230,3845,2275,2300,2535,2670,2725,1925,2085,2485,1955,3490,1925,2400,1905,4225,2550,4080,2040,2765,3460,5720,3895,3150,3740,2890,2880,3685,7130,2285,1840
360,360,3935,3550,2270,4370,3250,1955,2580,2140,5400,3630,1985,4025,3035,1990,2270,2145,5480,2550,2325,3610,2130,1960,3585,2020,2005,1995,2055,2300,2540,2025,3155,3950,2170,3505,2490,3485,2075,2865,2420,2340,2630,2635,2155,2340,2270,2325,2300,2435,2535,2325,2395,2760,2955,3540,2170,2985,2905,2500,2075,3170
585,585,1860,2650,2950,2195,2260,2095,1815,3010,1730,2155,1850,1800,2230,1700,3350,1700,2235,2415,1715,1740,2240,2105,2370,2595,1680,1705,2075,2295,2440,3845,1765,1850,1765,3610,1750,2385,3915,3375,2425,3255,2000,1855,2430,2120,2020,3280,1945,3635,3025,2485,2255,1785,2315,1745,2695,2395,1660,2190,2980,2215
315,315,1595,2400,2335,1510,1445,2185,1410,1665,1300,1445,2485,1960,1295,1595,2040,2235,1395,1665,1370,1180,1580,1760,1670,1505,1205,2055,1205,1830,1425,1880,2085,1680,2400,2775,1940,2025,2750,2750,1695,2520,1555,1490,1535,3005,1600,1470,2855,1860,1590,1815,2975,1455,1305,1530,1630,1925,2125,2185,1315,1500
540,540,1180,1150,1255,1375,1145,1435,1300,1480,2640,1280,1875,1110,1450,1205,2720,2095,1080,985,1355,1440,1770,1340,1400,2325,1755,1205,945,1250,1240,1805,1025,1110,1890,1500,1685,1245,2495,1575,1475,1130,1050,1525,1255,1200,1020,1060,1110,990,2110,1385,1320,1280,1300,1115,1005,1060,1220,2125,1130,1565
585,585,1640,2630,4645,3545,1695,2415,1630,1870,3005,2415,2320,2655,2545,2035,4275,2210,1675,1990,3035,3760,1645,1945,2255,3290,1620,2730,4660,2705,1990,2475,1625,1740,5875,2500,1770,2335,1980,1760,2765,2210,1870,2585,2285,2250,2430,1680,2295,2690,1725,2720,2630,1880,3995,1690,3670,1745,3280,1815,2060,2615
405,405,1610,1550,2960,2780,2365,1720,1905,1550,1515,1240,1555,1230,1505,1190,1260,1210,1645,1180,2880,5690,1745,1610,1400,1755,1880,1510,1175,1720,1455,1430,1560,1515,1605,1230,1570,2085,1185,1655,1915,1405,1390,1245,1240,1420,1395,1705,1990,1650,1165,1560,2560,1395,1585,1235,2055,3545,2505,1500,1280,1375
360,360,2160,1675,2405,2450,2710,2860,3055,2450,2510,3850,2120,2265,2495,3360,2170,2715,2485,2530,2655,2365,1960,3975,2620,2635,1675,3250,1805,2345,3810,2680,2395,3035,2355,2885,1760,3795,2310,1880,2455,3385,2195,2090,1675,1990,4680,2815,2700,2080,2395,2060,2060,3110,3745,3050,1930,2830,1960,2780,1855,1980
450,450,1005,1215,1450,1015,1260,1725,1190,935,1170,1500,2105,1220,1895,1315,1160,1085,2380,1000,1740,1120,925,1990,1320,1990,2490,945,2030,1340,1290,930,1135,920,1020,1135,1165,985,1220,1800,1420,945,3360,1860,920,1075,1190,1175,1195,1440,1065,1510,945,2205,980,905,1785,2955,955,1245,1210,1010
855,855,3840,2240,2950,2070,2410,2345,1985,2410,2630,2400,1615,2815,2235,2180,2110,2775,2025,2025,1835,2020,2080,1995,2890,2715,3075,1965,2590,3140,1775,2245,2820,2110,2505,2095,1805,3140,1950,4185,3070,1920,1865,1790,2325,2930,2010,2750,2255,1980,2735,2000,1985,3010,2315,2635,1955,2175,3160,2090,2145,3000
270,270,1730,1665,1605,1635,2035,1700,1500,3275,1760,2500,2755,2450,2010,2755,2315,2105,1705,1685,1345,1780,3800,2090,2660,2480,1880,1635,1760,1450,1770,2180,1615,2710,1690,1610,1890,2060,1810,1370,1635,1440,2645,1355,1570,2820,2930,1835,1825,2845,2065,1780,2595,3215,1355,1930,1660,1580,1380,1465,2870,1885
360,360,2355,2110,2705,2740,3645,2825,2325,3045,2100,3130,1995,3465,2310,3595,2860,4835,3920,2775,3280,1950,2405,2845,3580,2490,3100,2605,2380,3925,2130,2835,2610,3110,3000,2055,2405,2295,2440,4015,3470,3000,3115,2465,4970,2835,2335,2055,3365,2325,3965,2770,2435,2010,3150,2280,3970,2775,2340,4380,2040,3930
495,495,3145,2145,4380,4010,1975,3070,2505,3330,2115,2215,3640,2735,4115,2660,2045,2655,2900,2010,2360,2630,2170,2160,4685,2595,2025,2130,2615,2025,9320,6890,2325,2500,2015,2900,2645,5200,2125,2575,2030,4345,3915,3910,2005,5215,2565,2635,4850,2160,2105,2455,2360,4785,4120,2155,2475,1980,2260,2160,1970,6215
405,405,3035,2630,3635,2060,1945,3050,2365,2670,2845,3230,2130,3880,3375,2725,2435,3695,3450,2695,2035,2160,2355,2775,2530,2965,2750,3050,2110,2225,2870,4725,2095,2060,2305,2925,2250,2780,3620,2865,2600,3050,2020,2680,3740,2075,1990,2045,2485,2075,3375,2655,3805,3455,3310,1995,4725,2180,2425,2140,3075,3875
